Word,Frequency,Part-of-speech,Percentage So Far
 جِيَاد,1,Adjective,97.45824452
 جِيد,1,Noun,97.45959364
 حَآجّ,1,Noun,97.46094277
 حَآفِّين,1,Noun,97.4622919
 حَاجِز,1,Noun,97.46364102
 حَٰجِزِين,1,Adjective,97.46499015
 حَٰذِرُون,1,Noun,97.46633928
 حَاسِد,1,Noun,97.46768841
 حَاضِر,1,Noun,97.46903753
 حَاضِرِى,1,Noun,97.47038666
 حَاضِرَة,1,Adjective,97.47173579
 حَاضِرَة,1,Noun,97.47308491
 حَافِرَة,1,Noun,97.47443404
 حَام,1,Noun,97.47578317
 حَٰمِدُون,1,Noun,97.4771323
 حَٰمِلَٰت,1,Noun,97.47848142
 حَٰمِلِين,1,Noun,97.47983055
 حُبُك,1,Noun,97.48117968
 حَتْم,1,Noun,97.4825288
 حَثِيث,1,Noun,97.48387793
 حِجّ,1,Noun,97.48522706
 حِجَج,1,Noun,97.48657619
 حِجْر,1,Adjective,97.48792531
 حُجُرَٰت,1,Noun,97.48927444
 حُجُور,1,Noun,97.49062357
 حِدَاد,1,Noun,97.49197269
 حَدَب,1,Noun,97.49332182
 حَرَج,1,Adjective,97.49467095
 حَرْد,1,Noun,97.49602008
 حَرَس,1,Noun,97.4973692
 حَرَض,1,Noun,97.49871833
 حَرْف,1,Noun,97.50006746
 حَرُور,1,Noun,97.50141658
 حَرِيص,1,Noun,97.50276571
 حِسَاب,1,Adjective,97.50411484
 حَسَد,1,Noun,97.50546396
 حَسْرَت,1,Noun,97.50681309
 حَسْرَتَىٰ,1,Noun,97.50816222
 حَسَن,1,Noun,97.50951135
 حُسْنَيَيْن,1,Adjective,97.51086047
 حُسُوم,1,Adjective,97.5122096
 حَسِيب,1,Adjective,97.51355873
 حَسِير,1,Noun,97.51490785
 حَسِيس,1,Noun,97.51625698
 حَصَاد,1,Noun,97.51760611
 حَصَب,1,Noun,97.51895524
 حَصُور,1,Noun,97.52030436
 حُصُون,1,Noun,97.52165349
 حَصِير,1,Noun,97.52300262
 حَفَدَة,1,Noun,97.52435174
 حُفْرَة,1,Noun,97.52570087
 حُقُب,1,Noun,97.52705
 حَقِيق,1,Noun,97.52839913
 حُكَّام,1,Noun,97.52974825
 حَلَٰٓئِل,1,Noun,97.53109738
 حَلَّاف,1,Noun,97.53244651
 حُلْقُوم,1,Noun,97.53379563
 حُلِيّ,1,Noun,97.53514476
 حَمَّالَة,1,Noun,97.53649389
 حُمْر,1,Noun,97.53784302
 حَمُولَة,1,Noun,97.53919214
 حَمِيد,1,Noun,97.54054127
 حَمِئَة,1,Adjective,97.5418904
 حَنَان,1,Noun,97.54323952
 حِنث,1,Noun,97.54458865
 حَنِيذ,1,Adjective,97.54593778
 حُنَيْن,1,Proper noun,97.54728691
 حَوَايَآ,1,Noun,97.54863603
 حُوب,1,Noun,97.54998516
 حَوْل,1,Time adverb,97.55133429
 حِوَل,1,Noun,97.55268341
 حَيّ,1,Adjective,97.55403254
 حَيْرَان,1,Noun,97.55538167
 حِيلَة,1,Noun,97.5567308
 حَيَوَان,1,Noun,97.55807992
 حَيَّة,1,Noun,97.55942905
 خَآصَّة,1,Noun,97.56077818
 خَآئِبِين,1,Noun,97.5621273
 خَآئِضِين,1,Noun,97.56347643
 خَاتَم,1,Noun,97.56482556
 خَٰدِع,1,Noun,97.56617468
 خَٰزِنِين,1,Noun,97.56752381
 خَاسِرَة,1,Adjective,97.56887294
 خَاسِئ,1,Noun,97.57022207
 خَٰضِعِين,1,Noun,97.57157119
 خَاطِئَة,1,Noun,97.57292032
 خَاطِئَة,1,Adjective,97.57426945
 خَافِضَة,1,Noun,97.57561857
 خَافِيَة,1,Noun,97.5769677
 خَٰلِفِين,1,Noun,97.57831683
 خَٰلِق,1,Adjective,97.57966596
 خَالِيَة,1,Adjective,97.58101508
 خَاوِيَة,1,Adjective,97.58236421
 خُبْز,1,Noun,97.58371334
 خَبْء,1,Noun,97.58506246
 خَتَّار,1,Adjective,97.58641159
 خِتَٰم,1,Noun,97.58776072
 خَدّ,1,Noun,97.58910985
 خَذُول,1,Adjective,97.59045897
 خَرَاب,1,Noun,97.5918081
 خَرَاج,1,Noun,97.59315723
 خَرَّٰصُون,1,Noun,97.59450635
 خُرْطُوم,1,Noun,97.59585548
 خُشُب,1,Noun,97.59720461
 خُشُوع,1,Noun,97.59855374
 خَصَاصَة,1,Noun,97.59990286
 خَصِمُون,1,Adjective,97.60125199
 خَضِر,1,Noun,97.60260112
 خُضْر,1,Adjective,97.60395024
 خِطْبَة,1,Noun,97.60529937
 خَطْفَة,1,Noun,97.6066485
 خِطْـٔ,1,Noun,97.60799763
 خَفِيف,1,Adjective,97.60934675
 خَفِيف,1,Noun,97.61069588
 خُلَطَآء,1,Noun,97.61204501
 خِلْفَة,1,Noun,97.61339413
 خُلُود,1,Noun,97.61474326
 خُلَّة,1,Noun,97.61609239
 خُمُر,1,Noun,97.61744152
 خُمُس,1,Noun,97.61879064
 خَمْط,1,Adjective,97.62013977
 خَنَّاس,1,Adjective,97.6214889
 خُنَّس,1,Noun,97.62283802
 خَوَّان,1,Noun,97.62418715
 خَوَّان,1,Adjective,97.62553628
 خِيَاط,1,Noun,97.62688541
 خِيَام,1,Noun,97.62823453
 دَآئِبَيْن,1,Noun,97.62958366
 دَأَب,1,Noun,97.63093279
 دَاحِضَة,1,Noun,97.63228191
 دَافِق,1,Adjective,97.63363104
 دَان,1,Noun,97.63498017
 دَانِيَة,1,Adjective,97.63632929
 دُحُور,1,Noun,97.63767842
 دِرَاسَت,1,Noun,97.63902755
 دَرَٰهِم,1,Noun,97.64037668
 دَرَك,1,Noun,97.6417258
 دَّرْك,1,Noun,97.64307493
 دُرِّىّ,1,Adjective,97.64442406
 دُسُر,1,Noun,97.64577318
 دَعّ,1,Noun,97.64712231
 دِفْء,1,Noun,97.64847144
 دَكَّآء,1,Noun,97.64982057
 دَكَّة,1,Noun,97.65116969
 دَلْو,1,Noun,97.65251882
 دُلُوك,1,Noun,97.65386795
 دَلِيل,1,Noun,97.65521707
 دِهَاق,1,Adjective,97.6565662
 دِّهَان,1,Noun,97.65791533
 دُّهْن,1,Noun,97.65926446
 دَّوَآئِر,1,Noun,97.66061358
 دُولَة,1,Noun,97.66196271
 دَيَّار,1,Noun,97.66331184
 دِينَار,1,Noun,97.66466096
 ذَّٰرِيَٰت,1,Noun,97.66601009
 ذَّٰكِرَٰت,1,Noun,97.66735922
 ذَٰنِك,1,Demonstrative pronoun,97.66870835
 ذَاهِب,1,Noun,97.67005747
 ذِبْح,1,Noun,97.6714066
 ذَرْو,1,Noun,97.67275573
 ذُلُل,1,Noun,97.67410485
 ذَلُول,1,Adjective,97.67545398
 ذَلُول,1,Noun,97.67680311
 ذَهَاب,1,Noun,97.67815224
 ذُو,1,Adjective,97.67950136
 رَآدِّى,1,Noun,97.68085049
 رَّابِي,1,Noun,97.68219962
 رَّابِيَة,1,Adjective,97.68354874
 رَّاجِفَة,1,Noun,97.68489787
 رَّادِفَة,1,Noun,97.686247
 رَّٰشِدُون,1,Noun,97.68759613
 رَافِع,1,Noun,97.68894525
 رَّافِعَة,1,Noun,97.69029438
 رَاق,1,Noun,97.69164351
 رُّب,1,Noun,97.69299263
 رِّب,1,Noun,97.69434176
 رَبَٰٓئِب,1,Noun,97.69569089
 رِّبَاط,1,Noun,97.69704002
 رِبِّيُّون,1,Noun,97.69838914
 رَتْق,1,Noun,97.69973827
 رَجّ,1,Noun,97.7010874
 رُّجْز,1,Noun,97.70243652
 رُّجْعَىٰٓ,1,Noun,97.70378565
 رَجِل,1,Noun,97.70513478
 رَجْم,1,Noun,97.7064839
 رُجُوم,1,Noun,97.70783303
 رِحْلَة,1,Noun,97.70918216
 رُحْم,1,Noun,97.71053129
 رَّحِيق,1,Noun,97.71188041
 رُخَآء,1,Noun,97.71322954
 رَدْم,1,Noun,97.71457867
 رِدْء,1,Noun,97.71592779
 رَّزَّاق,1,Noun,97.71727692
 رَّشِيد,1,Noun,97.71862605
 رَصَد,1,Adjective,97.71997518
 رَصَد,1,Noun,97.7213243
 رَضِيّ,1,Noun,97.72267343
 رَطْب,1,Noun,97.72402256
 رُطَب,1,Noun,97.72537168
 رِّعَآء,1,Noun,97.72672081
 رِعَايَت,1,Noun,97.72806994
 رَغَب,1,Noun,97.72941907
 رَغَد,1,Noun,97.73076819
 رِّفْد,1,Noun,97.73211732
 رَفْرَف,1,Noun,97.73346645
 رَفِيع,1,Adjective,97.73481557
 رَفِيق,1,Noun,97.7361647
 رَقّ,1,Noun,97.73751383
 رُقُود,1,Noun,97.73886296
 رُقِيّ,1,Noun,97.74021208
 رَّقِيم,1,Noun,97.74156121
 رِكَاب,1,Noun,97.74291034
 رُكَام,1,Noun,97.74425946
 رَّكْب,1,Noun,97.74560859
 رُكْبَان,1,Noun,97.74695772
 رِكْز,1,Noun,97.74830685
 رَكُوب,1,Noun,97.74965597
 رِمَاح,1,Noun,97.7510051
 رَمَاد,1,Noun,97.75235423
 رَمْز,1,Noun,97.75370335
 رَمَضَان,1,Proper noun,97.75505248
 رِهَٰن,1,Noun,97.75640161
 رَّهْب,1,Noun,97.75775074
 رَهَب,1,Noun,97.75909986
 رَهْبَانِيَّة,1,Noun,97.76044899
 رَهْبَة,1,Noun,97.76179812
 رَهْو,1,Noun,97.76314724
 رَهِين,1,Noun,97.76449637
 رَهِينَة,1,Noun,97.7658455
 رَوَاح,1,Noun,97.76719463
 رَوَاكِد,1,Noun,97.76854375
 رَوْضَات,1,Noun,97.76989288
 رَوْضَة,1,Noun,97.77124201
 رَّوْع,1,Noun,97.77259113
 رُّوم,1,Proper noun,97.77394026
 رُوَيْد,1,Noun,97.77528939
 رِيبَة,1,Noun,97.77663851
 رِيش,1,Noun,97.77798764
 رِيع,1,Noun,97.77933677
 رَءُوف,1,Adjective,97.7806859
 رِءْي,1,Noun,97.78203502
 زَّٰجِرَٰت,1,Noun,97.78338415
 زَّاد,1,Noun,97.78473328
 زَّٰرِعُون,1,Noun,97.7860824
 زَّٰهِدِين,1,Noun,97.78743153
 زَاهِق,1,Noun,97.78878066
 زَّبَانِيَة,1,Noun,97.79012979
 زُبَر,1,Noun,97.79147891
 زَجْر,1,Noun,97.79282804
 زَحْف,1,Noun,97.79417717
 زَرَابِىّ,1,Noun,97.79552629
 زُّرَّاع,1,Noun,97.79687542
 زُرْق,1,Noun,97.79822455
 زَكِيّ,1,Adjective,97.79957368
 زَكِيَّة,1,Noun,97.8009228
 زَلْزَلَة,1,Noun,97.80227193
 زَلَق,1,Noun,97.80362106
 زَمْهَرِير,1,Noun,97.80497018
 زَنجَبِيل,1,Noun,97.80631931
 زِّنَىٰٓ,1,Noun,97.80766844
 زَنِيم,1,Noun,97.80901757
 زَهْرَة,1,Noun,97.81036669
 زَهُوق,1,Noun,97.81171582
 زَوَال,1,Noun,97.81306495
 زَيْت,1,Noun,97.81441407
 زَيْتُونَة,1,Noun,97.8157632
 زَيْد,1,Proper noun,97.81711233
 زَيْغ,1,Noun,97.81846146
 سَآئِبَة,1,Noun,97.81981058
 سَٰٓئِحَٰت,1,Adjective,97.82115971
 سَّٰٓئِحُون,1,Noun,97.82250884
 سَآئِق,1,Noun,97.82385796
 سَّٰبِحَٰت,1,Noun,97.82520709
 سَٰبِغَٰت,1,Noun,97.82655622
 سَّٰبِقَٰت,1,Noun,97.82790535
 سَاحَت,1,Noun,97.82925447
 سَّاحِل,1,Noun,97.8306036
 سَّٰخِرِين,1,Noun,97.83195273
 سَارِب,1,Noun,97.83330185
 سَّارِقَة,1,Noun,97.83465098
 سَاعَة,1,Time adverb,97.83600011
 سَاقِط,1,Noun,97.83734924
 سَاكِن,1,Noun,97.83869836
 سَٰلِمُون,1,Noun,97.84004749
 سَٰمِدُون,1,Noun,97.84139662
 سَٰمِر,1,Noun,97.84274574
 سَّاهِرَة,1,Noun,97.84409487
 سَبْع,1,Time adverb,97.845444
 سَّبُع,1,Noun,97.84679312
 سَبْق,1,Noun,97.84814225
 سِتْر,1,Noun,97.84949138
 سِتِّين,1,Noun,97.85084051
 سِّجِلّ,1,Noun,97.85218963
 سَحَّار,1,Noun,97.85353876
 سُحْق,1,Noun,97.85488789
 سَحِيق,1,Adjective,97.85623701
 سُخْرِيّ,1,Noun,97.85758614
 سَخَط,1,Noun,97.85893527
 سُدًى,1,Noun,97.8602844
 سَّرَآئِر,1,Noun,97.86163352
 سُرَادِق,1,Noun,97.86298265
 سَرَب,1,Noun,97.86433178
 سَّرْد,1,Noun,97.8656809
 سُرُور,1,Noun,97.86703003
 سَرِيّ,1,Noun,97.86837916
 سَعِيد,1,Noun,97.86972829
 سَفَرَة,1,Noun,97.87107741
 سُّفْلَىٰ,1,Noun,97.87242654
 سَفَه,1,Noun,97.87377567
 سُقْيَٰ,1,Noun,97.87512479
 سَكَر,1,Noun,97.87647392
 سِكِّين,1,Noun,97.87782305
 سَلَٰم,1,Adjective,97.87917218
 سَلْسَبِيل,1,Proper noun,97.8805213
 سَلَف,1,Noun,97.88187043
 سِّلْم,1,Proper noun,97.88321956
 سَمّ,1,Noun,97.88456868
 سَمْك,1,Noun,97.88591781
 سَنَا,1,Noun,97.88726694
 سُنبُل,1,Noun,97.88861607
 سِنِين,1,Time adverb,97.88996519
 سِنَة,1,Noun,97.89131432
 سُهُول,1,Noun,97.89266345
 سَوَآء,1,Adjective,97.89401257
 سُوَاع,1,Proper noun,97.8953617
 سُؤَال,1,Noun,97.89671083
 سُّوٓأَىٰٓ,1,Noun,97.89805996
 سُود,1,Adjective,97.89940908
 سُور,1,Noun,97.90075821
 سَوْط,1,Noun,97.90210734
 سُؤْل,1,Noun,97.90345646
 سُوًى,1,Adjective,97.90480559
 سِيرَت,1,Noun,97.90615472
 سَيْنَآء,1,Proper noun,97.90750385
 سِينِين,1,Proper noun,97.90885297
 سَيِّئ,1,Noun,97.9102021
 سَيِّئَة,1,Adjective,97.91155123
 شَٰخِصَة,1,Noun,97.91290035
 شَٰطِئ,1,Noun,97.91424948
 شَاكِلَت,1,Noun,97.91559861
 شَٰمِخَٰت,1,Adjective,97.91694773
 شَانِئ,1,Noun,97.91829686
 شِّتَآء,1,Noun,97.91964599
 شَتَّىٰ,1,Adjective,97.92099512
 شُحُوم,1,Noun,97.92234424
 شُرْب,1,Noun,97.92369337
 شِرْذِمَة,1,Noun,97.9250425
 شَرَر,1,Noun,97.92639162
 شُرَّع,1,Noun,97.92774075
 شِرْعَة,1,Noun,97.92908988
 شَرْقِيّ,1,Adjective,97.93043901
 شَرْقِيَّة,1,Noun,97.93178813
 شَرِيعَة,1,Noun,97.93313726
 شَطْـٔ,1,Noun,97.93448639
 شُعَب,1,Noun,97.93583551
 شِّعْرَىٰ,1,Proper noun,97.93718464
 شُعُوب,1,Noun,97.93853377
 شُغُل,1,Noun,97.9398829
 شَفَتَيْن,1,Noun,97.94123202
 شَّفْع,1,Noun,97.94258115
 شَّفَق,1,Noun,97.94393028
 شَفِيع,1,Adjective,97.9452794
 شِقّ,1,Noun,97.94662853
 شَقّ,1,Noun,97.94797766
 شِقْوَت,1,Noun,97.94932679
 شُّقَّة,1,Noun,97.95067591
 شُكْر,1,Noun,97.95202504
 شَكْل,1,Noun,97.95337417
 شَكُور,1,Noun,97.95472329
 شُهُب,1,Noun,97.95607242
 شُوَاظ,1,Noun,97.95742155
 شَوْب,1,Noun,97.95877068
 شُورَىٰ,1,Noun,97.9601198
 شَّوْكَة,1,Noun,97.96146893
 شَّوَىٰ,1,Noun,97.96281806
 شِيب,1,Noun,97.96416718
 شَيْب,1,Noun,97.96551631
 شَيْبَة,1,Noun,97.96686544
 شَيْخ,1,Noun,97.96821457
 شِيَة,1,Noun,97.96956369
 صَّآخَّة,1,Noun,97.97091282
 صَّآفُّون,1,Noun,97.97226195
 صَّٰٓئِمَٰت,1,Noun,97.97361107
 صَّٰٓئِمِين,1,Noun,97.9749602
 صَابِر,1,Adjective,97.97630933
 صَّٰبِرَٰت,1,Noun,97.97765845
 صَابِرَة,1,Adjective,97.97900758
 صَّٰدِقَٰت,1,Noun,97.98035671
 صَٰرِمِين,1,Noun,97.98170584
 صَّٰفِنَٰت,1,Noun,97.98305496
 صَال,1,Noun,97.98440409
 صَٰمِتُون,1,Noun,97.98575322
 صَبّ,1,Noun,97.98710234
 صَبَاح,1,Noun,97.98845147
 صُبْح,1,Time adverb,97.9898006
 صِبْغ,1,Noun,97.99114973
 صِحَاف,1,Noun,97.99249885
 صَّخْر,1,Noun,97.99384798
 صَّدْع,1,Noun,97.99519711
 صَّدَفَيْن,1,Noun,97.99654623
 صَدُقَٰت,1,Noun,97.99789536
 صُدُود,1,Noun,97.99924449
 صَدِيد,1,Adjective,98.00059362
 صِدِّيقَة,1,Noun,98.00194274
 صِرّ,1,Noun,98.00329187
 صَرْعَىٰ,1,Noun,98.004641
 صَرْف,1,Noun,98.00599012
 صَرِيخ,1,Noun,98.00733925
 صَّرِيم,1,Noun,98.00868838
 صَرَّة,1,Noun,98.01003751
 صَعَد,1,Adjective,98.01138663
 صَعِق,1,Noun,98.01273576
 صَعُود,1,Noun,98.01408489
 صَغَار,1,Noun,98.01543401
 صَغِيرَة,1,Adjective,98.01678314
 صَغِيرَة,1,Noun,98.01813227
 صَّفَا,1,Proper noun,98.0194814
 صُفْر,1,Adjective,98.02083052
 صَفْرَآء,1,Adjective,98.02217965
 صَفْصَف,1,Adjective,98.02352878
 صَفْوَان,1,Noun,98.0248779
 صَلْد,1,Noun,98.02622703
 صِلِيّ,1,Noun,98.02757616
 صَّمَد,1,Noun,98.02892529
 صَنْعَة,1,Noun,98.03027441
 صِهْر,1,Noun,98.03162354
 صَوَآفّ,1,Noun,98.03297267
 صَوَاب,1,Noun,98.03432179
 صُوَاع,1,Noun,98.03567092
 صَوَٰمِع,1,Noun,98.03702005
 صَوْم,1,Noun,98.03836918
 صَيَاصِي,1,Noun,98.0397183
 صَيِّب,1,Noun,98.04106743
 صَّيْف,1,Noun,98.04241656
 ضَآئِق,1,Noun,98.04376568
 ضَاحِك,1,Noun,98.04511481
 ضَاحِكَة,1,Noun,98.04646394
 ضَامِر,1,Noun,98.04781306
 ضَّأْن,1,Noun,98.04916219
 ضَبْح,1,Noun,98.05051132
 ضِدّ,1,Noun,98.05186045
 ضَّرَر,1,Noun,98.05320957
 ضَرِيع,1,Noun,98.0545587
 ضِعَٰف,1,Adjective,98.05590783
 ضَعِيف,1,Adjective,98.05725695
 ضَّفَادِع,1,Noun,98.05860608
 ضَنك,1,Adjective,98.05995521
 ضَنِين,1,Noun,98.06130434
 ضَيْر,1,Noun,98.06265346
 ضِيزَىٰٓ,1,Adjective,98.06400259
 ضَيِّق,1,Noun,98.06535172
 ضَيِّق,1,Adjective,98.06670084
 طَّآمَّة,1,Noun,98.06804997
 طَآئِعِين,1,Noun,98.0693991
 طَآئِفَة,1,Adjective,98.07074823
 طَاعِم,1,Noun,98.07209735
 طَّاغِيَة,1,Noun,98.07344648
 طَّالِب,1,Noun,98.07479561
 طَعْم,1,Noun,98.07614473
 طَعْن,1,Noun,98.07749386
 طَغْوَىٰ,1,Noun,98.07884299
 طَلّ,1,Noun,98.08019212
 طَلَب,1,Noun,98.08154124
 طَلْح,1,Noun,98.08289037
 طَوَّٰفُون,1,Noun,98.0842395
 طُوبَىٰ,1,Noun,98.08558862
 طَّوْد,1,Noun,98.08693775
 طُول,1,Noun,98.08828688
 طَىّ,1,Noun,98.08963601
 ظَّآنِّين,1,Adjective,98.09098513
 ظَعْن,1,Noun,98.09233426
 ظُفُر,1,Noun,98.09368339
 ظُلُمَٰت,1,Adjective,98.09503251
 ظَمَأ,1,Noun,98.09638164
 ظَّمْـَٔان,1,Noun,98.09773077
 ظِهْرِيّ,1,Noun,98.0990799
 ظَّهِيرَة,1,Noun,98.10042902
 عَآدِّين,1,Noun,98.10177815
 عَآئِدُون,1,Noun,98.10312728
 عَآئِل,1,Noun,98.1044764
 عَابِد,1,Adjective,98.10582553
 عَٰبِدَٰت,1,Adjective,98.10717466
 عَابِرِى,1,Noun,98.10852379
 عَاتِيَة,1,Adjective,98.10987291
 عَٰدِيَٰت,1,Noun,98.11122204
 عَاصِف,1,Adjective,98.11257117
 عَاصِف,1,Noun,98.11392029
 عَٰصِفَٰت,1,Noun,98.11526942
 عَاصِفَة,1,Noun,98.11661855
 عَافِين,1,Noun,98.11796767
 عَال,1,Noun,98.1193168
 عَالِين,1,Adjective,98.12066593
 عَالِين,1,Noun,98.12201506
 عَامِلَة,1,Adjective,98.12336418
 عَبَث,1,Noun,98.12471331
 عَبْقَرِىّ,1,Noun,98.12606244
 عَبُوس,1,Adjective,98.12741156
 عُتُلّ,1,Adjective,98.12876069
 عَتِيد,1,Adjective,98.13010982
 عَتِيد,1,Noun,98.13145895
 عُجَاب,1,Adjective,98.13280807
 عَجَل,1,Noun,98.1341572
 عَجُول,1,Adjective,98.13550633
 عَدَد,1,Adjective,98.13685545
 عَدَس,1,Noun,98.13820458
 عَدُوّ,1,Adjective,98.13955371
 عُدَّة,1,Noun,98.14090284
 عُرُب,1,Adjective,98.14225196
 عَرَبِيّ,1,Noun,98.14360109
 عُرْجُون,1,Noun,98.14495022
 عُرْضَة,1,Noun,98.14629934
 عَرَفَٰت,1,Proper noun,98.14764847
 عَرِم,1,Noun,98.1489976
 عَرِيض,1,Adjective,98.15034673
 عِزّ,1,Noun,98.15169585
 عُزَيْر,1,Proper noun,98.15304498
 عِزِين,1,Noun,98.15439411
 عَسِر,1,Adjective,98.15574323
 عُسْرَىٰ,1,Noun,98.15709236
 عَسَل,1,Noun,98.15844149
 عِشَار,1,Noun,98.15979062
 عَشْر,1,Time adverb,98.16113974
 عَشْر,1,Adjective,98.16248887
 عِشْرُون,1,Noun,98.163838
 عَشِير,1,Noun,98.16518712
 عَشِيَّة,1,Noun,98.16653625
 عَصْر,1,Noun,98.16788538
 عَصْف,1,Noun,98.16923451
 عِصَم,1,Noun,98.17058363
 عَصِيّ,1,Adjective,98.17193276
 عَصِيّ,1,Noun,98.17328189
 عِصْيَان,1,Noun,98.17463101
 عَصِيب,1,Adjective,98.17598014
 عِضِين,1,Noun,98.17732927
 عِطْف,1,Noun,98.1786784
 عِفْرِيت,1,Noun,98.18002752
 عُقْب,1,Noun,98.18137665
 عُقُود,1,Noun,98.18272578
 عَقِيم,1,Noun,98.1840749
 عَلَٰمَٰت,1,Noun,98.18542403
 عَلَق,1,Noun,98.18677316
 عُلْيَا,1,Noun,98.18812228
 عِمَاد,1,Noun,98.18947141
 عِمَارَة,1,Noun,98.19082054
 عَمْر,1,Noun,98.19216967
 عَمُون,1,Adjective,98.19351879
 عَمُون,1,Noun,98.19486792
 عَمِيق,1,Adjective,98.19621705
 عَنَت,1,Noun,98.19756617
 عَنِيد,1,Noun,98.1989153
 عَوَان,1,Noun,98.20026443
 عِيد,1,Noun,98.20161356
 عَيْلَة,1,Noun,98.20296268
 عِين,1,Adjective,98.20431181
 غَآئِبَة,1,Noun,98.20566094
 غَآئِظُون,1,Noun,98.20701006
 غَار,1,Noun,98.20835919
 غَٰرِمِين,1,Noun,98.20970832
 غَاسِق,1,Noun,98.21105745
 غَٰفِلَٰت,1,Adjective,98.21240657
 غَبَرَة,1,Noun,98.2137557
 غَدَآء,1,Noun,98.21510483
 غَدَق,1,Adjective,98.21645395
 غَرَابِيب,1,Noun,98.21780308
 غَرَام,1,Noun,98.21915221
 غَرْبِىّ,1,Adjective,98.22050134
 غَرْبِيَّة,1,Noun,98.22185046
 غُرُفَٰت,1,Noun,98.22319959
 غَرْق,1,Noun,98.22454872
 غَرَق,1,Noun,98.22589784
 غَزْل,1,Noun,98.22724697
 غُزًّى,1,Noun,98.2285961
 غَسَق,1,Noun,98.22994523
 غِسْلِين,1,Noun,98.23129435
 غَصْب,1,Noun,98.23264348
 غُصَّة,1,Noun,98.23399261
 غُفْرَان,1,Noun,98.23534173
 غَلَب,1,Noun,98.23669086
 غُلْب,1,Adjective,98.23803999
 غِلْظَة,1,Noun,98.23938912
 غَلْى,1,Noun,98.24073824
 غَلِيظ,1,Noun,98.24208737
 غَمَرَٰت,1,Noun,98.2434365
 غُمَّة,1,Noun,98.24478562
 غَوَّاص,1,Noun,98.24613475
 غَوْل,1,Noun,98.24748388
 غَوِىّ,1,Noun,98.24883301
 فَا,1,Noun,98.25018213
 فَٰتِحِين,1,Noun,98.25153126
 فَٰتِنِين,1,Noun,98.25288039
 فَاجِر,1,Noun,98.25422951
 فَارِض,1,Adjective,98.25557864
 فَٰرِغ,1,Noun,98.25692777
 فَٰرِقَٰت,1,Noun,98.25827689
 فَٰرِهِين,1,Noun,98.25962602
 فَٰصِلِين,1,Noun,98.26097515
 فَاقِرَة,1,Noun,98.26232428
 فَاقِع,1,Adjective,98.2636734
 فَان,1,Noun,98.26502253
 فَتَّاح,1,Noun,98.26637166
 فَتْرَة,1,Noun,98.26772078
 فُتُون,1,Noun,98.26906991
 فَتًى,1,Noun,98.27041904
 فَتَيَان,1,Noun,98.27176817
 فَجّ,1,Adjective,98.27311729
 فُجَّار,1,Adjective,98.27446642
 فُجُور,1,Noun,98.27581555
 فَجْوَة,1,Noun,98.27716467
 فَخَّار,1,Noun,98.2785138
 فِدَآء,1,Noun,98.27986293
 فَرَاش,1,Noun,98.28121206
 فَرْث,1,Noun,98.28256118
 فَرْش,1,Noun,98.28391031
 فُرُط,1,Noun,98.28525944
 فَرْع,1,Noun,98.28660856
 فَرْق,1,Noun,98.28795769
 فِرْق,1,Noun,98.28930682
 فِرْقَة,1,Noun,98.29065595
 فَرِيّ,1,Adjective,98.29200507
 فَصْل,1,Adjective,98.2933542
 فَصِيلَت,1,Noun,98.29470333
 فِطْرَت,1,Noun,98.29605245
 فُطُور,1,Noun,98.29740158
